student_id,date,name,country,sql,excel,maths,python,poo,tableau,data_exploration,data_manipulation,data_viz,data_transformation,data_modelisation,data_deployement,pack_office,result_presentation,moyenne,admis,mention
GMC0000491,2021-06-24,Sene Fatou,Sénégal,68.14,3,68,61,21,55,68.14,60.79,68,61,21,3,40,3,44.4458,Non,refusée
GMC0000492,2021-06-21,Kante Adama,Côte d'ivoire,72.92,68,73,72,37,26,72.92,72.05,73,72,37,68,64,68,63.9608,Oui,assez bien
GMC0000493,2021-06-24,Ben Halima Mohamed,Tunisie,35.9,64,36,49,70,58,35.9,49.34,36,49,70,64,52,64,51.9572,Oui,passable
GMC0000494,2021-06-23,Ben Slimane Mohamed,Tunisie,11.95,41,12,1,63,37,11.95,1.45,12,1,63,41,69,41,25.09,Non,refusée
GMC0000495,2021-06-25,Saied Kais,Tunisie,49.64,25,50,22,46,28,49.64,22.33,50,22,46,25,77,25,36.181,Non,refusée
GMC0000496,2021-06-23,Diakité Abdoulaye,Côte d'ivoire,43.83,2,44,33,59,66,43.83,33.3,44,33,59,2,3,2,34.9822,Non,refusée
GMC0000497,2021-06-25,Bakary Matip,Cameroun,45.87,68,46,55,16,62,45.87,55.27,46,55,16,68,79,68,49.49139999999999,Non,refusée
GMC0000498,2021-06-25,Owona Chedjou,Cameroun,52.98,4,53,37,64,33,52.98,36.75,53,37,64,4,38,4,39.3612,Non,refusée
GMC0000499,2021-06-22,Kouadio Amani,Côte d'ivoire,1.0,66,1,43,87,28,1.0,42.62,1,43,87,66,91,66,42.435599999999994,Non,refusée
GMC0000500,2021-06-23,Sraieb Anis,Tunisie,24.93,75,25,46,62,41,24.93,45.68,25,46,62,75,27,75,47.5196,Non,refusée
GMC0000501,2021-06-21,Manga Emana,Cameroun,63.09,23,63,66,7,27,63.09,65.96,63,66,7,23,79,23,45.7924,Non,refusée
GMC0000502,2021-06-25,Mengue Douala,Cameroun,70.54,90,71,95,1,32,70.54,95.19,71,95,1,90,57,90,68.5208,Oui,assez bien
GMC0000503,2021-06-22,Nyambele Tchakounté,Cameroun,46.28,14,46,75,78,10,46.28,75.22,46,75,78,14,26,14,51.0708,Oui,passable
GMC0000504,2021-06-24,Diedhiou Anta,Sénégal,48.87,54,49,67,41,67,48.87,66.82,49,67,41,54,97,54,55.4614,Oui,passable
GMC0000505,2021-06-25,Sèdjo Akouvi,Bénin,32.39,48,32,69,73,92,32.39,69.27,32,69,73,48,17,48,54.3442,Oui,passable
GMC0000506,2021-06-21,Ekwalla N'Gog,Cameroun,93.26,65,93,88,100,20,93.26,88.33,93,88,100,65,87,65,84.20779999999999,Oui,très bien
GMC0000507,2021-06-23,Kpatinvoh Akouvi,Bénin,55.72,13,56,64,48,33,55.72,64.41,56,64,48,13,50,13,47.3266,Non,refusée
GMC0000508,2021-06-25,Ouattara Amadou,Côte d'ivoire,77.32,82,77,30,65,7,77.32,29.51,77,30,65,82,79,82,60.247600000000006,Oui,assez bien
GMC0000509,2021-06-25,Mbodji Aïssatou,Sénégal,41.16,20,41,17,27,53,41.16,17.45,41,17,27,20,55,20,28.6784,Non,refusée
GMC0000510,2021-06-23,Ouattara Abdoulaye,Côte d'ivoire,49.23,54,49,90,34,53,49.23,89.99,49,90,34,54,36,54,59.0654,Oui,passable
GMC0000511,2021-06-21,Ondoua Nkoulou,Cameroun,45.0,94,45,67,49,50,45.0,66.92,45,67,49,94,63,94,62.247600000000006,Oui,assez bien
GMC0000512,2021-06-23,Coulibaly Bakary,Côte d'ivoire,37.97,42,38,83,62,61,37.97,83.1,38,83,62,42,21,42,55.8658,Oui,passable
GMC0000513,2021-06-22,Djoko Mbia,Cameroun,92.79,90,93,58,69,8,92.79,57.77,93,58,69,90,85,90,75.2422,Oui,bien
GMC0000514,2021-06-23,Kane Cheikh,Sénégal,85.88,88,86,63,80,30,85.88,62.61,86,63,80,88,16,88,75.4,Oui,bien
GMC0000515,2021-06-21,Ben Mahmoud Néji,Tunisie,20.81,57,21,82,63,42,20.81,81.51,21,82,63,57,31,57,53.0312,Oui,passable
GMC0000516,2021-06-22,Onana Nyom,Cameroun,51.02,9,51,19,18,55,51.02,18.54,51,19,18,9,24,9,27.955,Non,refusée
GMC0000517,2021-06-21,Keita Ibrahima,Côte d'ivoire,59.05,15,59,80,77,43,59.05,79.53,59,80,77,15,50,15,58.124399999999994,Oui,passable
GMC0000518,2021-06-23,Kpinakin Akouvi,Bénin,64.31,5,64,81,19,65,64.31,80.82,64,81,19,5,67,5,49.894,Non,refusée
GMC0000519,2021-06-24,Tunisie Taïeb,Tunisie,77.61,93,78,50,61,41,77.61,49.83,78,50,61,93,18,93,67.78479999999999,Oui,assez bien
GMC0000520,2021-06-21,Niang Ndeye,Sénégal,39.36,34,39,59,45,100,39.36,59.19,39,59,45,34,80,34,47.9196,Non,refusée
GMC0000521,2021-06-25,Nguiamba Doumbe,Cameroun,68.89,54,69,66,80,45,68.89,66.3,69,66,80,54,66,54,65.96260000000001,Oui,assez bien
GMC0000522,2021-06-25,Batonon Gbènè,Bénin,50.26,15,50,56,68,45,50.26,56.18,50,56,68,15,89,15,48.205799999999996,Non,refusée
GMC0000523,2021-06-24,Diatta Fatou,Sénégal,55.61,92,56,89,87,75,55.61,88.58,56,89,87,92,81,92,78.6638,Oui,bien
GMC0000524,2021-06-21,Ambomo Tientcheu,Cameroun,21.63,44,22,83,37,71,21.63,83.17,22,83,37,44,98,44,49.3658,Non,refusée
GMC0000525,2021-06-24,Kodjo Akouvi,Bénin,26.21,29,26,65,53,42,26.21,65.28,26,65,53,29,62,29,43.2808,Non,refusée
GMC0000526,2021-06-22,Soumanou Gbènè,Bénin,46.82,69,47,33,53,20,46.82,32.93,47,33,53,69,80,69,48.0582,Non,refusée
GMC0000527,2021-06-25,Sylla Ndèye,Sénégal,50.72,71,51,27,22,57,50.72,26.99,51,27,22,71,84,71,44.571000000000005,Non,refusée
GMC0000528,2021-06-25,Foe Ekwalla,Cameroun,100.0,75,100,73,61,9,100.0,73.47,100,73,61,75,96,75,77.5926,Oui,bien
GMC0000529,2021-06-25,Goudiaby Aminata,Sénégal,89.19,89,89,57,10,72,89.19,57.04,89,57,10,89,62,89,66.2988,Oui,assez bien
GMC0000530,2021-06-22,Diatta Oumar,Sénégal,34.39,8,34,79,53,66,34.39,79.05,34,79,53,8,5,8,45.2066,Non,refusée
GMC0000531,2021-06-23,Agbéssi Akouvi,Bénin,39.98,48,40,49,46,56,39.98,49.12,40,49,46,48,56,48,46.09479999999999,Non,refusée
GMC0000532,2021-06-23,Doumbé Tchakounté,Cameroun,21.57,85,22,29,5,91,21.57,29.36,22,29,5,85,95,85,38.1136,Non,refusée
GMC0000533,2021-06-22,Cisse Souleymane,Côte d'ivoire,27.42,29,27,42,38,43,27.42,42.27,27,42,38,29,46,29,34.4894,Non,refusée
GMC0000534,2021-06-21,Kalla Eto'o,Cameroun,22.57,18,23,44,47,60,22.57,43.7,23,44,47,18,96,18,34.5938,Non,refusée
GMC0000535,2021-06-21,Dohou Akouvi,Bénin,48.22,62,48,70,62,48,48.22,69.52,48,70,62,62,21,62,58.7144,Oui,passable
GMC0000536,2021-06-25,Soltani Abderrahmane,Tunisie,17.02,8,17,59,100,63,17.02,58.6,17,59,100,8,75,8,43.2188,Non,refusée
GMC0000537,2021-06-25,Etoo Onana,Cameroun,36.0,56,36,82,17,52,36.0,81.88,36,82,17,56,63,56,51.066399999999994,Oui,passable
GMC0000538,2021-06-22,Sylla Ndèye,Sénégal,54.12,65,54,83,81,53,54.12,82.59,54,83,81,65,71,65,68.98899999999999,Oui,assez bien
GMC0000539,2021-06-21,Ouattara Cheick,Côte d'ivoire,34.21,32,34,95,61,35,34.21,95.43,34,95,61,32,55,32,55.5558,Oui,passable
GMC0000540,2021-06-22,Sebsi Béji,Tunisie,28.32,59,28,62,31,53,28.32,61.64,28,62,31,59,19,59,45.095,Non,refusée
GMC0000541,2021-06-24,Sfar Mohamed,Tunisie,24.94,50,25,25,69,55,24.94,25.34,25,25,69,50,31,50,38.4288,Non,refusée
GMC0000542,2021-06-23,Ngal Ngando,Cameroun,80.18,93,80,7,58,55,80.18,7.01,80,7,58,93,75,93,57.659,Oui,passable
GMC0000543,2021-06-23,Diagne Mamadou,Sénégal,92.8,28,93,1,43,59,92.8,1.0,93,1,43,28,11,28,43.24,Non,refusée
GMC0000544,2021-06-22,Nguiamba Doumbe,Cameroun,34.39,98,34,39,1,19,34.39,39.02,34,39,1,98,75,98,43.294200000000004,Non,refusée
GMC0000545,2021-06-22,Tientcheu Owona,Cameroun,44.7,31,45,1,61,63,44.7,1.0,45,1,61,31,47,31,33.189,Non,refusée
GMC0000546,2021-06-21,Diop Ndongo,Sénégal,20.16,44,20,53,100,64,20.16,53.11,20,53,100,44,43,44,49.135200000000005,Non,refusée
GMC0000547,2021-06-24,Dambé Moukandjo,Cameroun,66.44,66,66,87,49,69,66.44,87.35,66,87,49,66,97,66,70.0556,Oui,bien
GMC0000548,2021-06-25,Kante Ndèye,Sénégal,55.0,90,55,44,78,30,55.0,44.07,55,44,78,90,92,90,62.435599999999994,Oui,assez bien
GMC0000549,2021-06-25,Tchalla Foli,Bénin,77.28,49,77,13,58,97,77.28,12.95,77,13,58,49,51,49,50.8042,Oui,passable
GMC0000550,2021-06-22,Diabaté Amadou,Côte d'ivoire,37.77,25,38,61,20,65,37.77,60.75,38,61,20,25,48,25,40.212799999999994,Non,refusée
GMC0000551,2021-06-24,Boh Sama,Cameroun,84.21,98,84,30,71,65,84.21,30.45,84,30,71,98,44,98,68.2034,Oui,assez bien
GMC0000552,2021-06-23,Yao Kouamé,Côte d'ivoire,72.29,16,72,60,61,23,72.29,59.74,72,60,61,16,76,16,53.8358,Oui,passable
GMC0000553,2021-06-25,Ouattara Mamadou,Côte d'ivoire,70.94,4,71,38,70,100,70.94,37.99,71,38,70,4,78,4,49.4948,Non,refusée
GMC0000554,2021-06-24,Tunis Fethi,Tunisie,62.85,27,63,24,32,50,62.85,23.7,63,24,32,27,18,27,38.482,Non,refusée
GMC0000555,2021-06-23,Gaye Cheikh,Sénégal,48.75,72,49,25,60,39,48.75,25.31,49,25,60,72,95,72,49.2218,Non,refusée
GMC0000556,2021-06-25,Diakhaté Mamadou,Sénégal,68.6,83,69,45,27,75,68.6,45.45,69,45,27,83,3,83,57.34299999999999,Oui,passable
GMC0000557,2021-06-22,Tchuisseu Toukam,Cameroun,6.9,48,7,41,72,53,6.9,40.51,7,41,72,48,89,48,38.5948,Non,refusée
GMC0000558,2021-06-24,Coulibaly Ibrahim,Côte d'ivoire,52.25,80,52,57,58,78,52.25,56.83,52,57,58,80,1,80,60.081399999999995,Oui,assez bien
GMC0000559,2021-06-25,Fofana Amadou,Côte d'ivoire,58.07,68,58,47,7,50,58.07,46.54,58,47,7,68,8,68,47.481,Non,refusée
GMC0000560,2021-06-23,Diop Ndèye,Sénégal,40.57,51,41,72,36,34,40.57,72.05,41,72,36,51,85,51,51.474799999999995,Oui,passable
GMC0000561,2021-06-25,Yèkpè Akouvi,Bénin,49.99,52,50,37,71,44,49.99,37.13,50,37,71,52,79,52,50.521,Oui,passable
GMC0000562,2021-06-22,Bouhlel Mohamed,Tunisie,76.25,53,76,47,67,46,76.25,47.06,76,47,67,53,93,53,61.07280000000001,Oui,assez bien
GMC0000563,2021-06-23,Boh Sama,Cameroun,45.78,50,46,47,99,47,45.78,47.28,46,47,99,50,44,50,55.6016,Oui,passable
GMC0000564,2021-06-22,Sèssinou Amavi,Bénin,69.95,46,70,21,93,37,69.95,21.43,70,21,93,46,11,46,52.7334,Oui,passable
GMC0000565,2021-06-21,Atchadé Têko,Bénin,63.81,44,64,16,89,46,63.81,16.27,64,16,89,44,58,44,49.75899999999999,Non,refusée
GMC0000566,2021-06-21,Matip Ngog,Cameroun,21.17,68,21,58,90,22,21.17,57.92,21,58,90,68,37,68,52.2454,Oui,passable
GMC0000567,2021-06-23,Jouini Mohamed,Tunisie,91.04,6,91,47,80,71,91.04,46.78,91,47,80,6,41,6,58.114000000000004,Oui,passable
GMC0000568,2021-06-24,Sow Cheikh,Sénégal,14.03,92,14,16,93,80,14.03,16.18,14,16,93,92,2,92,45.310599999999994,Non,refusée
GMC0000569,2021-06-24,Zoua Tchuisseu,Cameroun,100.0,35,100,54,1,65,100.0,54.04,100,54,1,35,93,35,56.7782,Oui,passable
GMC0000570,2021-06-24,Tossou Foli,Bénin,15.87,77,16,68,21,6,15.87,68.48,16,68,21,77,77,77,44.4772,Non,refusée
GMC0000571,2021-06-23,Mezoued Mohamed,Tunisie,51.8,53,52,54,56,7,51.8,54.13,52,54,56,53,39,53,51.3754,Oui,passable
GMC0000572,2021-06-25,Camara Khady,Sénégal,65.33,83,65,13,65,51,65.33,12.62,65,13,65,83,70,83,53.678799999999995,Oui,passable
GMC0000573,2021-06-21,Diedhiou Anta,Sénégal,87.23,66,87,7,85,11,87.23,7.16,87,7,85,66,6,66,55.531000000000006,Oui,passable
GMC0000574,2021-06-24,Kante Abdoulaye,Sénégal,55.53,52,56,100,40,56,55.53,100.0,56,100,40,52,65,52,65.1262,Oui,assez bien
GMC0000575,2021-06-22,Dossa Komi,Bénin,11.73,58,12,69,68,10,11.73,69.3,12,69,68,58,57,58,46.9842,Non,refusée
GMC0000576,2021-06-21,Ouattara Abdoulaye,Côte d'ivoire,70.05,72,70,100,86,43,70.05,100.0,70,100,86,72,55,72,80.059,Oui,très bien
GMC0000577,2021-06-21,Ben Chérif Hedi,Tunisie,39.39,58,39,26,91,41,39.39,25.65,39,26,91,58,1,58,46.8846,Non,refusée
GMC0000578,2021-06-24,Mezri Marouane,Tunisie,77.97,88,78,62,75,55,77.97,61.85,78,62,75,88,24,88,73.1118,Oui,bien
GMC0000579,2021-06-24,Kane Cheikh,Sénégal,89.24,19,89,34,78,40,89.24,34.3,89,34,78,19,88,19,55.9366,Oui,passable
GMC0000580,2021-06-24,Samba Babacar,Sénégal,85.69,6,86,65,52,40,85.69,64.53,86,65,52,6,61,6,56.265,Oui,passable
GMC0000581,2021-06-22,Ndao Fatou,Sénégal,15.7,24,16,56,43,44,15.7,56.05,16,56,43,24,60,24,35.106,Non,refusée
GMC0000582,2021-06-22,Cisse Souleymane,Côte d'ivoire,43.34,14,43,46,48,15,43.34,46.48,43,46,48,14,64,14,38.24,Non,refusée
GMC0000583,2021-06-22,Diedhiou Aïssatou,Sénégal,69.48,60,69,34,38,57,69.48,33.67,69,34,38,60,56,60,51.8008,Oui,passable
GMC0000584,2021-06-22,Samba Babacar,Sénégal,47.43,79,47,93,9,100,47.43,93.4,47,93,9,79,11,79,61.7712,Oui,assez bien
GMC0000585,2021-06-21,Ndao Fatou,Sénégal,35.34,27,35,62,34,77,35.34,62.33,35,62,34,27,47,27,42.821000000000005,Non,refusée
GMC0000586,2021-06-22,Eloui Mohamed,Tunisie,56.01,96,56,67,94,63,56.01,67.49,56,67,94,96,15,96,72.75659999999999,Oui,bien
GMC0000587,2021-06-21,Bouhlel Mohamed,Tunisie,25.05,22,25,38,47,47,25.05,37.74,25,38,47,22,9,22,32.1282,Non,refusée
GMC0000588,2021-06-22,Kante Abdoulaye,Côte d'ivoire,54.78,41,55,57,100,64,54.78,57.41,55,57,100,41,15,41,59.563,Oui,passable
GMC0000589,2021-06-23,Mbia Abanda,Cameroun,26.18,17,26,64,7,30,26.18,64.37,26,64,7,17,69,17,32.8918,Non,refusée
GMC0000590,2021-06-22,Kane Rokhaya,Sénégal,86.77,17,87,37,52,93,86.77,37.37,87,37,52,17,30,17,52.5144,Oui,passable
GMC0000591,2021-06-23,Kante Abdoulaye,Sénégal,67.97,68,68,68,58,45,67.97,67.56,68,68,58,68,41,68,64.96860000000001,Oui,assez bien
GMC0000592,2021-06-21,Ouertani Mohamed,Tunisie,45.84,98,46,36,30,75,45.84,36.14,46,36,30,98,87,98,53.1068,Oui,passable
GMC0000593,2021-06-25,Tchoutchoui Owona,Cameroun,69.12,96,69,68,41,24,69.12,68.21,69,68,41,96,26,96,67.10959999999999,Oui,assez bien
GMC0000594,2021-06-23,Dabo Sokhna,Sénégal,20.26,81,20,19,33,53,20.26,18.9,20,19,33,81,45,81,35.9294,Non,refusée
GMC0000595,2021-06-22,Agbémé Komi,Bénin,36.63,17,37,22,60,25,36.63,22.3,37,22,60,17,13,17,31.5092,Non,refusée
GMC0000596,2021-06-21,Kante Adama,Côte d'ivoire,49.46,93,49,39,11,67,49.46,39.33,49,39,11,93,37,93,49.58379999999999,Non,refusée
GMC0000597,2021-06-22,Diop Ndèye,Sénégal,22.37,47,22,1,63,60,22.37,1.0,22,1,63,47,79,47,30.4388,Non,refusée
GMC0000598,2021-06-25,Ben Attia Mohamed,Tunisie,23.6,78,24,21,32,63,23.6,21.29,24,21,32,78,18,78,36.7252,Non,refusée
GMC0000599,2021-06-23,Etoo Onana,Cameroun,75.53,69,76,19,67,40,75.53,19.13,76,19,67,69,14,69,54.5336,Oui,passable
GMC0000600,2021-06-22,Fofana Ibrahima,Côte d'ivoire,92.74,84,93,35,1,78,92.74,35.26,93,35,1,84,74,84,59.3284,Oui,passable
GMC0000601,2021-06-21,Ouattara Mamadou,Côte d'ivoire,50.74,21,51,17,1,30,50.74,17.17,51,17,1,21,11,21,25.8382,Non,refusée
GMC0000602,2021-06-21,Moudachirou Kossi,Bénin,53.1,66,53,38,29,60,53.1,37.63,53,38,29,66,70,66,48.2304,Non,refusée
GMC0000603,2021-06-22,Bouhlel Mohamed,Tunisie,57.24,57,57,67,14,39,57.24,66.75,57,67,14,57,77,57,52.67059999999999,Oui,passable
GMC0000604,2021-06-21,Kpatinvoh Akouvi,Bénin,42.46,55,42,47,50,72,42.46,46.55,42,47,50,55,31,55,48.3434,Non,refusée
GMC0000605,2021-06-24,Sghaier Hichem,Tunisie,60.36,41,60,51,50,53,60.36,51.46,60,51,50,41,80,41,52.328199999999995,Oui,passable
GMC0000606,2021-06-24,Issa Ngando,Cameroun,73.75,8,74,30,63,74,73.75,30.49,74,30,63,8,50,8,46.2522,Non,refusée
GMC0000607,2021-06-21,Monastiri Mohamed,Tunisie,63.05,18,63,58,78,36,63.05,58.44,63,58,78,18,87,18,54.46020000000001,Oui,passable
GMC0000608,2021-06-21,Ndiaye Mamadou,Sénégal,1.0,80,1,46,94,30,1.0,45.83,1,46,94,80,11,80,45.706399999999995,Non,refusée
GMC0000609,2021-06-23,Dione Anta,Sénégal,62.57,44,63,53,62,60,62.57,52.64,63,53,62,44,4,44,54.895,Oui,passable
GMC0000610,2021-06-22,Moukandjo Tchuisseu,Cameroun,41.14,46,41,51,11,89,41.14,51.11,41,51,11,46,9,46,41.354400000000005,Non,refusée
GMC0000611,2021-06-23,Drame Ndongo,Sénégal,38.83,40,39,41,67,82,38.83,40.78,39,41,67,40,47,40,46.118599999999994,Non,refusée
GMC0000612,2021-06-22,Fattoum Mohamed,Tunisie,22.08,58,22,48,33,63,22.08,48.15,22,48,33,58,20,58,39.9212,Non,refusée
GMC0000613,2021-06-22,Diarra Abdoulaye,Côte d'ivoire,30.29,14,30,30,40,31,30.29,30.01,30,30,40,14,47,14,28.8354,Non,refusée
GMC0000614,2021-06-25,Avlessi Komi,Bénin,76.39,2,76,53,51,28,76.39,53.12,76,53,51,2,83,2,49.0462,Non,refusée
GMC0000615,2021-06-24,Dambé Moukandjo,Cameroun,17.39,80,17,18,30,45,17.39,17.76,17,18,30,80,94,80,34.7354,Non,refusée
GMC0000616,2021-06-22,Konan Kouassi,Côte d'ivoire,63.49,7,63,82,39,65,63.49,82.31,63,82,39,7,91,7,54.0204,Oui,passable
GMC0000617,2021-06-24,Brou Téa,Côte d'ivoire,58.67,22,59,18,100,99,58.67,17.7,59,18,100,22,70,22,48.451800000000006,Non,refusée
GMC0000618,2021-06-21,Abanda Manga,Cameroun,71.85,71,72,83,61,79,71.85,83.06,72,83,61,71,39,71,72.7948,Oui,bien
GMC0000619,2021-06-24,Zanou Akouvi,Bénin,10.62,33,11,90,67,47,10.62,89.85,11,90,67,33,31,33,48.2878,Non,refusée
GMC0000620,2021-06-24,Ben Miled Mohamed,Tunisie,46.0,93,46,1,61,59,46.0,1.0,46,1,61,93,76,93,46.413000000000004,Non,refusée
GMC0000621,2021-06-24,Pazan Sègbè,Bénin,33.92,99,34,1,79,45,33.92,1.0,34,1,79,99,40,99,45.607800000000005,Non,refusée
GMC0000622,2021-06-23,Ben Mansour Mohamed,Tunisie,32.12,45,32,36,81,65,32.12,35.94,32,36,81,45,2,45,44.336999999999996,Non,refusée
GMC0000623,2021-06-21,Sanogo Mamadou,Côte d'ivoire,92.49,37,92,67,33,92,92.49,66.84,92,67,33,37,89,37,64.5928,Oui,assez bien
GMC0000624,2021-06-25,Zarrouk Mohamed,Tunisie,82.07,90,82,81,52,38,82.07,80.6,82,81,52,90,17,90,75.5278,Oui,bien
GMC0000625,2021-06-21,Zouzou Owona,Cameroun,38.69,47,39,24,10,13,38.69,23.68,39,24,10,47,59,47,31.098000000000003,Non,refusée
GMC0000626,2021-06-23,Kante Moussa,Côte d'ivoire,59.85,55,60,75,69,75,59.85,74.63,60,75,69,55,91,55,65.8644,Oui,assez bien
GMC0000627,2021-06-24,Mezoued Mohamed,Tunisie,60.64,23,61,27,48,23,60.64,27.05,61,27,48,23,74,23,40.516600000000004,Non,refusée
GMC0000628,2021-06-24,Bouhlel Mohamed,Tunisie,46.75,99,47,25,55,56,46.75,24.59,47,25,55,99,68,99,53.331199999999995,Oui,passable
GMC0000629,2021-06-21,Diagne Astou,Sénégal,40.16,50,40,59,88,32,40.16,58.82,40,59,88,50,9,50,54.117999999999995,Oui,passable
GMC0000630,2021-06-22,Thiam Sokhna,Sénégal,33.97,79,34,10,24,98,33.97,9.78,34,10,24,79,97,79,38.5572,Non,refusée
GMC0000631,2021-06-24,Ben Salah Mohamed,Tunisie,54.3,54,54,100,96,35,54.3,100.0,54,100,96,54,38,54,72.616,Oui,bien
GMC0000632,2021-06-23,Ba Ibrahima,Sénégal,29.0,6,29,26,30,53,29.0,25.91,29,26,30,6,70,6,25.498800000000003,Non,refusée
GMC0000633,2021-06-23,Djokouehi Yawo,Bénin,71.62,73,72,46,55,37,71.62,45.65,72,46,55,73,52,73,60.3918,Oui,assez bien
GMC0000634,2021-06-24,Camara Mamadou,Côte d'ivoire,44.88,63,45,43,62,40,44.88,42.52,45,43,62,63,73,63,51.12780000000001,Oui,passable
GMC0000635,2021-06-23,Tchoutchoui Owona,Cameroun,47.32,55,47,61,54,49,47.32,61.23,47,61,54,55,85,55,54.5982,Oui,passable
GMC0000636,2021-06-21,Kpalla Têko,Bénin,43.95,24,44,40,53,46,43.95,40.35,44,40,53,24,63,24,40.825,Non,refusée
GMC0000637,2021-06-25,Kante Abdoulaye,Sénégal,27.44,83,27,59,21,20,27.44,58.93,27,59,21,83,83,83,47.178999999999995,Non,refusée
GMC0000638,2021-06-24,Mezri Marouane,Tunisie,69.95,63,70,65,28,45,69.95,65.25,70,65,28,63,18,63,58.516000000000005,Oui,passable
GMC0000639,2021-06-25,Kante Seydou,Côte d'ivoire,42.77,36,43,71,38,39,42.77,70.62,43,71,38,36,30,36,48.193400000000004,Non,refusée
GMC0000640,2021-06-22,Onana Nyom,Cameroun,66.92,74,67,53,54,38,66.92,52.54,67,53,54,74,7,74,60.066,Oui,assez bien
GMC0000641,2021-06-23,Zouzou Owona,Cameroun,41.42,63,41,60,12,15,41.42,60.45,41,60,12,63,66,63,45.69780000000001,Non,refusée
GMC0000642,2021-06-23,Ebinda N'Gog,Cameroun,62.18,51,62,31,54,75,62.18,30.64,62,31,54,51,48,51,50.127399999999994,Oui,passable
GMC0000643,2021-06-22,Kotto Mbappe,Cameroun,69.14,82,69,3,14,56,69.14,3.25,69,3,14,82,28,82,43.1016,Non,refusée
GMC0000644,2021-06-21,Atchadé Têko,Bénin,1.0,50,1,70,55,87,1.0,70.32,1,70,55,50,22,50,42.69559999999999,Non,refusée
GMC0000645,2021-06-22,Badiane Lamine,Sénégal,1.0,90,1,66,38,37,1.0,66.19,1,66,38,90,35,90,45.1452,Non,refusée
GMC0000646,2021-06-22,Tiemoko Cisse,Côte d'ivoire,61.89,87,62,62,19,100,61.89,62.47,62,62,19,87,12,87,60.7492,Oui,assez bien
GMC0000647,2021-06-25,Keita Modibo,Côte d'ivoire,10.13,12,10,78,75,47,10.13,78.43,10,78,75,12,68,12,42.5446,Non,refusée
GMC0000648,2021-06-22,Brou Téa,Côte d'ivoire,22.25,76,22,50,68,50,22.25,49.58,22,50,68,76,88,76,50.517399999999995,Oui,passable
GMC0000649,2021-06-22,Agboyibor Komi,Bénin,25.04,58,25,65,34,46,25.04,64.71,25,65,34,58,65,58,45.9204,Non,refusée
GMC0000650,2021-06-23,Dikamona Ntep,Cameroun,1.0,67,1,53,20,15,1.0,53.11,1,53,20,67,81,67,34.0358,Non,refusée
GMC0000651,2021-06-22,Ndao Fatou,Sénégal,88.82,34,89,48,53,34,88.82,47.64,89,48,53,34,19,34,57.14,Oui,passable
GMC0000652,2021-06-24,Pongolle Siani,Cameroun,21.27,94,21,74,41,45,21.27,73.83,21,74,41,94,1,94,54.3182,Oui,passable
GMC0000653,2021-06-21,Konan Kouassi,Côte d'ivoire,54.71,94,55,71,89,56,54.71,70.94,55,71,89,94,58,94,72.8686,Oui,bien
GMC0000654,2021-06-24,Owona Chedjou,Cameroun,74.72,80,75,100,44,63,74.72,100.0,75,100,44,80,81,80,77.7208,Oui,bien
GMC0000655,2021-06-24,Ngal Ngando,Cameroun,10.35,92,10,17,59,13,10.35,17.3,10,17,59,92,79,92,37.865,Non,refusée
GMC0000656,2021-06-25,Ben Chérif Hedi,Tunisie,38.19,9,38,70,62,48,38.19,69.55,38,70,62,9,82,9,46.2796,Non,refusée
GMC0000657,2021-06-22,Ben Mahmoud Néji,Tunisie,45.28,88,45,34,29,83,45.28,33.9,45,34,29,88,6,88,48.8192,Non,refusée
GMC0000658,2021-06-21,Agossa Têko,Bénin,55.28,84,55,27,40,63,55.28,26.89,55,27,40,84,80,84,51.494400000000006,Oui,passable
GMC0000659,2021-06-25,Soumanou Gbènè,Bénin,90.29,73,90,49,77,60,90.29,48.54,90,49,77,73,24,73,70.5968,Oui,bien
GMC0000660,2021-06-25,Ouattara Mamadou,Côte d'ivoire,64.17,96,64,19,33,29,64.17,19.02,64,19,33,96,64,96,51.561400000000006,Oui,passable
GMC0000661,2021-06-25,Ntoumba Mbarga,Cameroun,33.97,54,34,23,91,74,33.97,23.42,34,23,91,54,90,54,46.8434,Non,refusée
GMC0000662,2021-06-23,El Hammami Mohamed,Tunisie,88.47,49,88,95,64,36,88.47,94.71,88,95,64,49,4,49,74.6516,Oui,bien
GMC0000663,2021-06-23,Tchabi Kossi,Bénin,57.74,78,58,84,66,52,57.74,84.41,58,84,66,78,24,78,69.7144,Oui,assez bien
GMC0000664,2021-06-23,Ouegnin Yayra,Bénin,38.78,10,39,95,60,96,38.78,94.67,39,95,60,10,14,10,53.97280000000001,Oui,passable
GMC0000665,2021-06-25,Yaya Mbia,Cameroun,94.23,10,94,52,84,26,94.23,51.99,94,52,84,10,97,10,61.2214,Oui,assez bien
GMC0000666,2021-06-22,Ben Zayed Mohamed,Tunisie,56.71,60,57,80,32,82,56.71,79.83,57,80,32,60,3,60,59.9658,Oui,passable
GMC0000667,2021-06-22,Agbohou Akouvi,Bénin,13.44,53,13,52,32,35,13.44,51.96,13,52,32,53,14,53,35.9714,Non,refusée
GMC0000668,2021-06-21,Diatta Fatou,Sénégal,96.27,14,96,84,29,34,96.27,84.26,96,84,29,14,10,14,61.3926,Oui,assez bien
